,笞掠,ci1 loek6
,閩侯,man5 hau4
1,沾化,zim1 faa3
1*,呢啲唔需,
1,大肥婆,
,蘄春,kei4 ceon1
1,坯件,pui1 gin6
1,全碼,
1,突破難關,
1*,拎包黨,ling1 baau1 dong2
1,嘲謔,zaau1 joek6
1,羊啊,
1,美人坯子,mei5 jan4 pui1 zi2
1,聽晚先喇,
1,你到邊,
,刑名,jing4 ming4
1,遺傳率,wai4 cyun4 leot2
1,去邊度呀,
,克里特島,hak1 lei5 dak6 dou2
11,偷卷,
,梵冊貝葉,faan6 caak3 bui3 jip6
1*,補集,bou2 zaap6
1,艾炷灸,ngaai6 zyu3 gau3
1,櫼頭到腳,zim1 tau4 dou3 goek3
1*,鬱身鬱勢,
,惠施,wai6 si1
1,失墜,sat1 zeoi6
1,涉外經濟,sip3 ngoi6 ging1 zai3
1,排風口,paai4 fung1 hau2
,厄勒布魯,ak1 lak6 bou3 lou5
1,欽仰,jam1 joeng5
1,焗暑,guk6 syu2
1,三號線,
1,吐口,tou3 hau2
1,錄音磁帶,
1,黐仔,ci1 zai2
,沿邊兒,jyun4 bin1 ji4
,頭里,tau4 lei5
1*,吹式士風,ceoi1 sik1 si6 fung1
1*,沒所謂啦,
1,直著,
,旌陽區,zing1 joeng4 keoi1
,奧林巴斯,ou3 lam4 baa1 si1
,金帳汗國,gam1 zoeng3 hon4 gwok3
1,油症,jau4 zing3
,搞涴,gaau2 wo5
1,佢好打得,
1,叫聲我,
,懷化縣,waai4 faa3 jyun6
1,齒嵴,ci2 zek3
1,來廣州了,
1,喇咩,laa3 me1
1*,橫正暴斂,waang4 zing3 bou6 lim5
1,中文卡,
,安鄉縣,on1 hoeng1 jyun6
,東溝,dung1 kau1
1,連軸轉,lin4 zuk6 zyun2
,夥頤,fo2 ji4
1,載途,zoi3 tou4
,六合,luk6 hap6
1*,淫畫,jam4 waa2
,暮靄,mou6 oi2
1,唔好打尖,
1,一場嚟到,
1,玩返轉頭,
,番蠻,faan1 maan4
1,睇咩嘢,
,月頭兒,jyut6 tau4 ji4
1,黔西,kim4 sai1
,打睡,daa2 seoi6
1,變磚,bin3 zyun1
1,亞斯匹靈,aa3 si1 pat1 ling4
1,血史,hyut3 si2
,再賽,zoi3 coi3
1,水茫田,
1,連通器,lin4 tung1 hei3
,大環頭角,
1,大佬輩,daai6 lou2 bui3
,甯國,
1,四郊,sei3 gaau1
1,水東鴨粥,
,左雲,zo2 wan4
,做活兒,zou6 wut6 ji4
1,專項合同,
1,爛手爛腳,
,慾壑難填,juk6 kok3 naan4 tin4
1,改嘴,goi2 zeoi2
1,白頸鸛,baak6 geng2 gun3
1*,捐稅,gyun1 seoi3
,惠福便利,
,舋尾,man3 mei1
1*,點屄知,
1,講惦數,
1,竹青,zuk1 ceng1
1,相通點,
1,試多幾次,
1,汰舊換新,taai3 gau6 wun6 san1
1,蠄蟧絲網,kam4 lou4 si1 mong1
1,鬼子佬屐,gwai2 zi2 lou2 kek6
,茌平縣,ci4 ping4 jyun6
,澠池縣,man5 ci4 jyun6
1,睇下戲啦,
1,公毫,gung1 hou4
1,嘆下,
1,唔短,
1,傻庚庚,
1,來碰碰,
,農夫烤魚,
1,水鄉情,
1,住宅泡沫,zyu6 zaak2 pou5 mut6
1,任佢估,
,呼圖壁縣,fu1 tou4 bik1 jyun6
1,遵囑,
,承德縣,sing4 dak1 jyun6
1,電唱,din6 coeng3
,布魯圖斯,bou3 lou5 tou4 si1
1,羹湯,gang1 tong1
1,幾點先,
1,記錯咗啊,
1,挑口板,tiu1 hau2 baan2
1,搵囉,
1,掉向,diu6 hoeng3
,保力龍,bou2 lik6 lung4
,象山縣,zoeng6 saan1 jyun6
,調門兒,diu6 mun4 ji4
,高句驪,gou1 ngau1 lei4
,李百藥,lei5 baak3 joek6
1,浪口洗面,
1,溝通下,
1,買咗對鞋,
1,樂滋滋,lok6 zi1 zi1
1,久時久,
1,憑眺,pang4 tiu3
1,朋友製作,
,闃然,gwik1 jin4
1,不聽電話,
,綠色水魚,
,輕饒素放,hing1 jiu4 sou3 fong3
1,腐敗罪,fu6 baai6 zeoi6
,革蘭陽性,gaak3 laan4 joeng4 sing3
1,營業門面,
,尻門子,haau1 mun4 zi2
,達孜,daat6 zi1
,丁卯胡亂,ding1 maau5 wu4 lyun6
1,遂定,
1,鑿子,zok6 zi2
1,便宜說話,pin4 ji4 syut3 waa6
1,答嘴,daap3 zeoi2
1,返暑期工,
1,尋香,cam4 hoeng1
1,死窮鬼,
1,勤勤懇懇,kan4 kan4 han2 han2
1,自然風格,
,葉里溫,jip6 lei5 wan1
1,中意你,
1,挺過來,
1,琴酒,kam4 zau2
1,美食會,
,搭把手兒,daap3 baa2 sau2 ji4
1,打螺絲,
1,自斟自酌,zi6 zam1 zi6 zoek3
1,老水鴨,lou5 seoi2 aap2
,蘭圃,
1,兀凳,ngat6 dang3
1,脈絡分明,
1,祭孔,zai3 hung2
1,爆馬纜,baau3 maa5 laam2
1,謬種,mau6 zung2
,桃園美食,
1,小盤尾,siu2 pun4 mei5
1,一無所聞,jat1 mou4 so2 man4
1,啤啤女,bi4 bi1 neoi2
1,比薩餅,bei2 saat3 beng2
1,壯苗,zong3 miu4
1,同學電腦,
,道孚縣,dou6 fu1 jyun6
1,冇可能㗎,
,可心如意,ho2 sam1 jyu4 ji3
1,喜笑,hei2 siu3
1,罄身,hing3 san1
1,調訓,tiu4 fan3
,水流柴,seoi2 lau4 caai4
1,反錄病毒,faan2 luk6 beng6 duk6
,開麥拉,hoi1 mak6 laai1
1,屏邊,
1,死吖,
1,職官,zik1 gun1
,靈武,ling4 mou5
1,收工了,
1,魚𦢊,jyu4 bok1
,怪哉,gwaai3 zoi1
