,脫溶,tyut3 jung4
1,睇下佢,
1,你得嘅,
,沾染控制,zim1 jim5 hung3 zai3
,檀君王,taan4 gwan1 wong4
,寅食卯糧,jan4 sik6 maau5 loeng4
,高程,gou1 cing4
1,引狗入寨,jan5 gau2 jap6 zaai6
,頹老,teoi4 lou5
1,照住佢,
,李恆,lei5 hang4
,躽胸,jin2 hung1
1,殘酷遊戲,
,白洋澱,baak6 joeng4 din6
1,一懷愁緒,
1,大放光明,daai6 fong3 gwong1 ming4
,察察,caat3 caat3
,柔佛海峽,jau4 fat6 hoi2 haap6
,沙雅,saa1 ngaa5
,民賊獨夫,man4 caak6 duk6 fu1
1,唔上網,
1,沙漠之狐,saa1 mok6 zi1 wu4
,杭錦,hong4 gam2
1,踩到咁盡,
1,濾光片,
,羣架,kwan4 gaa3
1,寧波地區,ning4 bo1 dei6 keoi1
1,弔慰,diu3 wai3
1,踢爆咗,
,咬飯,ngaau5 faan6
,悠着,jau4 zoek6
1,多謝啦,
,掃管芴,
,隆格爾,lung4 gaak3 ji5
1,主觀原因,
,昌圖,coeng1 tou4
,沒事兒,mut6 si6 ji4
,想噉,
,滷雞肉,lou5 gai1 juk6
1,你單車,
,太源裏,
,你髮,nei5 faat3
,曬蕉,saai3 ziu1
,牛樴,ngau4 dak6
1,狐狸頭,
,埋擔,
,都市清泉,
,體膚,tai2 fu1
,矴口,deng3 hau2
,插銷仔,caap3 siu1 zai2
1,借眼,ze3 ngaan5
,康乾盛世,hong1 kin4 sing6 sai3
,新市鄉,san1 si5 hoeng1
,兇九,hung1 gau1
,盔頭,kwai1 tau4
1,過曬龍,
,湯糰,tong1 tyun4
,藍大翅鴝,laam4 daai6 ci3 keoi4
1,頒白,baan1 baak6
,擸緊,
1,美味小食,
,蛭石,zat6 sek6
,定安縣,ding6 on1 jyun6
1,仲有命,
1,起訖之間,hei2 gat1 zi1 gaan1
,伏都教,fuk6 dou1 gaau3
,伙頭將軍,fo2 tau2 zoeng1 gwan1
1,分配器,fan1 pui3 hei3
1,下季元素,
1,五號線,ng5 hou6 sin3
1,痛死我啦,
,素樸,sou3 pok3
,匯橋,wui6 kiu4
,反修,faan2 sau1
,肥皁沫,fei4 zou6 mut6
,蟹咗,haai5 zo2
,狗頸,gau2 geng2
1,真乾淨,
,一古腦兒,jat1 gu2 nou5 ji4
,無尖不商,mou4 zim1 bat1 soeng1
,聽尼士,teng1 ni1 si6
,冬至點,dung1 zi3 dim2
,保安消防,
,檳榔芋,ban1 long4 wu6
1,你好煩啊,
,在組織上,
,水仙古廟,
,地兒,dei6 ji4
1,翹足引領,kiu4 zuk1 jan5 ling5
1,犯傻,faan6 so4
,酬對,cau4 deoi3
1,膿痂疹,nung4 gaa1 can2
,尼蘇,nei4 sou1
1,冇嘢食啦,
1,唔好櫼隊,
,邪徑,ce4 ging3
1,點係呀,
,蛋杯,daan2 bui1
,毛毛草草,mou4 mou4 cou2 cou2
,頭屯河區,tau4 tyun4 ho4 keoi1
,大港區,daai6 gong2 keoi1
